Categoria do Produto,Filial,Nome do Produto,Preço do Produto (R$),Quantidade em Estoque,Data da Venda
Eletrodomésticos,Filial 3,Máscara de cílios,73.62,9,INDISPONIVEL
Eletrônicos,Filial 1,Sombra de olhos,97.28,93,INDISPONIVEL
Roupas,Filial 6,Delineador líquido,9.67,45,INDISPONIVEL
Eletrônicos,Filial 9,Corretivo,29.5,79,INDISPONIVEL
Eletrônicos,Filial 9,Base líquida,98.09,73,INDISPONIVEL
Roupas,Filial 8,Batom matte,12.34,6,INDISPONIVEL
Alimentos,Filial 1,Batom líquido,70.82,52,INDISPONIVEL
Alimentos,Filial 9,Base líquida,45.25,9,INDISPONIVEL
Roupas,Filial 7,Blush em pó,20.94,27,INDISPONIVEL
Eletrodomésticos,Filial 4,Batom matte,23.3,65,INDISPONIVEL
Eletrodomésticos,Filial 10,Base líquida,4.43,48,INDISPONIVEL
Roupas,Filial 2,Delineador líquido,3.25,8,INDISPONIVEL
Alimentos,Filial 4,Lápis de sobrancelha,22.23,64,INDISPONIVEL
Eletrodomésticos,Filial 9,Blush em pó,49.14,56,INDISPONIVEL
Eletrodomésticos,Filial 5,Batom matte,70.73,60,INDISPONIVEL
Eletrodomésticos,Filial 1,Máscara de cílios,27.84,4,INDISPONIVEL
Alimentos,Filial 6,Base líquida,14.54,85,INDISPONIVEL
Eletrodomésticos,Filial 5,Blush em pó,94.32,88,INDISPONIVEL
Eletrônicos,Filial 7,Delineador líquido,31.31,69,INDISPONIVEL
Alimentos,Filial 9,Sombra de olhos,50.42,11,INDISPONIVEL
Eletrodomésticos,Filial 8,Base líquida,32.72,4,INDISPONIVEL
Eletrônicos,Filial 3,Lápis de sobrancelha,60.7,16,INDISPONIVEL
Eletrodomésticos,Filial 9,Lápis de sobrancelha,56.33,64,INDISPONIVEL
Roupas,Filial 7,Pó compacto,29.56,71,INDISPONIVEL
Alimentos,Filial 6,Sombra de olhos,61.9,80,INDISPONIVEL
Eletrônicos,Filial 3,Blush em pó,58.7,81,INDISPONIVEL
Eletrônicos,Filial 1,Batom líquido,83.04,32,INDISPONIVEL
Alimentos,Filial 10,Blush em pó,36.19,74,INDISPONIVEL
Eletrodomésticos,Filial 10,Corretivo,20.96,64,INDISPONIVEL
Eletrodomésticos,Filial 7,Máscara de cílios,81.54,33,INDISPONIVEL
Roupas,Filial 6,Batom líquido,79.94,77,INDISPONIVEL
Roupas,Filial 6,Pó compacto,21.01,62,INDISPONIVEL
Roupas,Filial 9,Batom líquido,99.06,83,INDISPONIVEL
Eletrônicos,Filial 9,Batom matte,2.86,24,INDISPONIVEL
Eletrodomésticos,Filial 10,Pó compacto,57.69,86,INDISPONIVEL
Eletrodomésticos,Filial 10,Sombra de olhos,96.06,55,INDISPONIVEL
Alimentos,Filial 6,Sombra de olhos,72.75,40,INDISPONIVEL
Eletrônicos,Filial 2,Blush em pó,58.59,98,INDISPONIVEL
Eletrônicos,Filial 5,Corretivo,68.26,9,INDISPONIVEL
Eletrodomésticos,Filial 4,Batom matte,40.99,21,INDISPONIVEL
Alimentos,Filial 9,Máscara de cílios,18.29,74,INDISPONIVEL
Roupas,Filial 8,Máscara de cílios,11.54,39,INDISPONIVEL
Eletrônicos,Filial 1,Sombra de olhos,49.76,58,INDISPONIVEL
Eletrodomésticos,Filial 3,Blush em pó,79.91,94,INDISPONIVEL
Roupas,Filial 6,Pó compacto,60.2,75,INDISPONIVEL
Alimentos,Filial 8,Máscara de cílios,44.27,10,INDISPONIVEL
Roupas,Filial 5,Base líquida,34.27,82,INDISPONIVEL
Roupas,Filial 2,Lápis de sobrancelha,80.71,67,INDISPONIVEL
Eletrodomésticos,Filial 2,Batom matte,56.92,77,INDISPONIVEL
Roupas,Filial 7,Delineador líquido,31.93,69,INDISPONIVEL
Alimentos,Filial 7,Máscara de cílios,37.94,91,INDISPONIVEL
Eletrônicos,Filial 7,Sombra de olhos,34.0,27,INDISPONIVEL
Alimentos,Filial 7,Batom líquido,48.03,48,INDISPONIVEL
Alimentos,Filial 9,Pó compacto,57.83,67,INDISPONIVEL
Eletrônicos,Filial 9,Pó compacto,62.13,95,INDISPONIVEL
Roupas,Filial 8,Sombra de olhos,76.35,91,INDISPONIVEL
Alimentos,Filial 8,Sombra de olhos,80.05,38,INDISPONIVEL
Roupas,Filial 5,Pó compacto,58.69,8,INDISPONIVEL
Eletrodomésticos,Filial 4,Delineador líquido,83.66,59,INDISPONIVEL
Eletrônicos,Filial 8,Corretivo,34.39,100,INDISPONIVEL
Eletrônicos,Filial 1,Blush em pó,14.21,63,INDISPONIVEL
Roupas,Filial 4,Blush em pó,49.56,91,INDISPONIVEL
Roupas,Filial 9,Lápis de sobrancelha,78.24,30,INDISPONIVEL
Eletrônicos,Filial 4,Blush em pó,28.8,52,INDISPONIVEL
Eletrônicos,Filial 6,Corretivo,78.54,41,INDISPONIVEL
Alimentos,Filial 5,Base líquida,21.17,60,INDISPONIVEL
Alimentos,Filial 9,Lápis de sobrancelha,98.55,87,INDISPONIVEL
Roupas,Filial 9,Corretivo,17.88,36,INDISPONIVEL
Alimentos,Filial 5,Delineador líquido,90.11,48,INDISPONIVEL
Roupas,Filial 10,Pó compacto,44.48,46,INDISPONIVEL
Alimentos,Filial 4,Corretivo,16.51,62,INDISPONIVEL
Alimentos,Filial 1,Base líquida,11.77,94,INDISPONIVEL
Alimentos,Filial 4,Batom matte,21.28,17,INDISPONIVEL
Roupas,Filial 7,Blush em pó,50.23,44,INDISPONIVEL
Eletrodomésticos,Filial 3,Batom líquido,78.38,27,INDISPONIVEL
Alimentos,Filial 9,Base líquida,96.98,81,INDISPONIVEL
Eletrodomésticos,Filial 2,Máscara de cílios,94.02,18,INDISPONIVEL
Roupas,Filial 8,Pó compacto,13.82,84,INDISPONIVEL
Eletrônicos,Filial 1,Blush em pó,54.71,31,INDISPONIVEL
Roupas,Filial 9,Base líquida,16.84,28,INDISPONIVEL
Eletrodomésticos,Filial 6,Blush em pó,49.52,30,INDISPONIVEL
Alimentos,Filial 6,Sombra de olhos,1.82,85,INDISPONIVEL
Eletrônicos,Filial 3,Base líquida,87.54,53,INDISPONIVEL
Alimentos,Filial 8,Batom líquido,62.75,30,INDISPONIVEL
Roupas,Filial 1,Corretivo,40.53,37,INDISPONIVEL
Eletrônicos,Filial 1,Corretivo,66.03,38,INDISPONIVEL
Alimentos,Filial 2,Sombra de olhos,30.9,85,INDISPONIVEL
Alimentos,Filial 2,Sombra de olhos,93.7,25,INDISPONIVEL
Eletrônicos,Filial 6,Batom matte,16.74,83,INDISPONIVEL
Roupas,Filial 7,Máscara de cílios,60.31,80,INDISPONIVEL
Roupas,Filial 5,Lápis de sobrancelha,41.18,96,INDISPONIVEL
Roupas,Filial 1,Blush em pó,33.48,41,INDISPONIVEL
Roupas,Filial 7,Delineador líquido,92.24,80,INDISPONIVEL
Eletrônicos,Filial 6,Corretivo,32.78,1,INDISPONIVEL
Roupas,Filial 6,Batom matte,26.54,88,INDISPONIVEL
Roupas,Filial 1,Batom líquido,32.29,97,INDISPONIVEL
Alimentos,Filial 1,Base líquida,31.38,14,INDISPONIVEL
Roupas,Filial 9,Pó compacto,14.42,24,INDISPONIVEL
Eletrônicos,Filial 7,Base líquida,23.39,46,INDISPONIVEL
Eletrodomésticos,Filial 4,Blush em pó,65.87,68,INDISPONIVEL
Eletrônicos,Filial 5,Batom líquido,89.08,35,INDISPONIVEL
Eletrodomésticos,Filial 6,Blush em pó,64.68,1,INDISPONIVEL
Roupas,Filial 2,Máscara de cílios,86.72,79,INDISPONIVEL
Eletrodomésticos,Filial 6,Blush em pó,59.82,91,INDISPONIVEL
Alimentos,Filial 6,Sombra de olhos,8.76,26,INDISPONIVEL
Roupas,Filial 10,Delineador líquido,84.32,95,INDISPONIVEL
Roupas,Filial 6,Lápis de sobrancelha,25.7,43,INDISPONIVEL
Alimentos,Filial 6,Lápis de sobrancelha,39.93,81,INDISPONIVEL
Eletrônicos,Filial 5,Máscara de cílios,73.88,24,INDISPONIVEL
Roupas,Filial 3,Máscara de cílios,11.54,50,INDISPONIVEL
Roupas,Filial 2,Pó compacto,38.19,23,INDISPONIVEL
Roupas,Filial 9,Lápis de sobrancelha,7.53,95,INDISPONIVEL
Roupas,Filial 8,Máscara de cílios,41.23,39,INDISPONIVEL
Eletrodomésticos,Filial 3,Pó compacto,63.61,67,INDISPONIVEL
Eletrodomésticos,Filial 1,Delineador líquido,77.48,53,INDISPONIVEL
Eletrônicos,Filial 4,Batom líquido,83.26,51,INDISPONIVEL
Alimentos,Filial 9,Batom líquido,5.28,2,INDISPONIVEL
Eletrônicos,Filial 9,Blush em pó,48.99,62,INDISPONIVEL
Eletrodomésticos,Filial 7,Máscara de cílios,95.5,77,INDISPONIVEL
Alimentos,Filial 9,Lápis de sobrancelha,69.71,85,INDISPONIVEL
Eletrônicos,Filial 2,Sombra de olhos,56.48,75,INDISPONIVEL
Eletrodomésticos,Filial 3,Lápis de sobrancelha,37.22,30,INDISPONIVEL
Alimentos,Filial 7,Pó compacto,38.99,50,INDISPONIVEL
Eletrônicos,Filial 2,Lápis de sobrancelha,93.42,91,INDISPONIVEL
Alimentos,Filial 1,Máscara de cílios,32.79,6,INDISPONIVEL
Eletrodomésticos,Filial 10,Batom líquido,28.41,43,INDISPONIVEL
Alimentos,Filial 2,Batom líquido,64.9,14,INDISPONIVEL
Alimentos,Filial 10,Batom matte,50.91,87,INDISPONIVEL
Eletrodomésticos,Filial 7,Corretivo,80.05,65,INDISPONIVEL
Roupas,Filial 6,Máscara de cílios,37.56,76,INDISPONIVEL
Roupas,Filial 3,Delineador líquido,4.43,22,INDISPONIVEL
Alimentos,Filial 10,Corretivo,57.22,58,INDISPONIVEL
Eletrônicos,Filial 8,Pó compacto,29.39,65,INDISPONIVEL
Eletrodomésticos,Filial 4,Máscara de cílios,52.55,40,INDISPONIVEL
Eletrônicos,Filial 1,Corretivo,51.19,64,INDISPONIVEL
Eletrodomésticos,Filial 2,Sombra de olhos,81.02,57,INDISPONIVEL
Eletrônicos,Filial 3,Delineador líquido,21.27,66,INDISPONIVEL
Eletrônicos,Filial 10,Máscara de cílios,30.74,92,INDISPONIVEL
Alimentos,Filial 6,Pó compacto,18.96,17,INDISPONIVEL
Eletrônicos,Filial 6,Delineador líquido,39.2,73,INDISPONIVEL
Eletrodomésticos,Filial 6,Lápis de sobrancelha,20.39,72,INDISPONIVEL
Eletrodomésticos,Filial 3,Máscara de cílios,51.51,55,INDISPONIVEL
Eletrodomésticos,Filial 7,Blush em pó,74.75,44,INDISPONIVEL
Alimentos,Filial 5,Lápis de sobrancelha,87.02,74,INDISPONIVEL
Alimentos,Filial 6,Lápis de sobrancelha,41.28,51,INDISPONIVEL
Eletrodomésticos,Filial 8,Base líquida,73.01,65,INDISPONIVEL
Eletrônicos,Filial 6,Delineador líquido,6.07,72,INDISPONIVEL
Eletrônicos,Filial 7,Pó compacto,15.8,69,INDISPONIVEL
Roupas,Filial 5,Base líquida,53.48,76,INDISPONIVEL
Roupas,Filial 6,Batom líquido,94.85,53,INDISPONIVEL
Alimentos,Filial 9,Base líquida,27.35,95,INDISPONIVEL
Alimentos,Filial 2,Batom líquido,21.71,82,INDISPONIVEL
Eletrônicos,Filial 4,Lápis de sobrancelha,33.12,43,INDISPONIVEL
Alimentos,Filial 10,Delineador líquido,57.82,91,INDISPONIVEL
Alimentos,Filial 8,Sombra de olhos,56.38,8,INDISPONIVEL
Roupas,Filial 4,Batom matte,6.13,73,INDISPONIVEL
Eletrônicos,Filial 1,Blush em pó,1.03,51,INDISPONIVEL
Eletrônicos,Filial 4,Sombra de olhos,87.61,64,INDISPONIVEL
Alimentos,Filial 7,Lápis de sobrancelha,81.64,85,INDISPONIVEL
Roupas,Filial 8,Batom matte,52.88,99,INDISPONIVEL
Roupas,Filial 2,Sombra de olhos,14.68,43,INDISPONIVEL
Roupas,Filial 8,Batom líquido,77.77,40,INDISPONIVEL
Roupas,Filial 2,Base líquida,58.75,4,INDISPONIVEL
Eletrodomésticos,Filial 10,Blush em pó,4.6,17,INDISPONIVEL
Eletrônicos,Filial 2,Blush em pó,68.5,42,INDISPONIVEL
Eletrônicos,Filial 7,Batom matte,27.68,42,INDISPONIVEL
Roupas,Filial 6,Pó compacto,7.06,24,INDISPONIVEL
Roupas,Filial 3,Delineador líquido,80.8,66,INDISPONIVEL
Alimentos,Filial 7,Lápis de sobrancelha,73.06,22,INDISPONIVEL
Roupas,Filial 9,Delineador líquido,32.34,80,INDISPONIVEL
Alimentos,Filial 6,Sombra de olhos,99.16,22,INDISPONIVEL
Eletrodomésticos,Filial 10,Máscara de cílios,63.18,56,INDISPONIVEL
Eletrodomésticos,Filial 6,Lápis de sobrancelha,2.36,2,INDISPONIVEL
Roupas,Filial 8,Corretivo,93.88,49,INDISPONIVEL
Eletrodomésticos,Filial 1,Delineador líquido,60.25,61,INDISPONIVEL
Eletrodomésticos,Filial 3,Base líquida,2.41,5,INDISPONIVEL
Eletrônicos,Filial 8,Máscara de cílios,29.09,33,INDISPONIVEL
Eletrodomésticos,Filial 2,Base líquida,80.7,10,INDISPONIVEL
Eletrônicos,Filial 7,Lápis de sobrancelha,15.2,15,INDISPONIVEL
Eletrodomésticos,Filial 3,Corretivo,22.22,99,INDISPONIVEL
Roupas,Filial 6,Delineador líquido,25.07,62,INDISPONIVEL
Alimentos,Filial 4,Corretivo,78.03,86,INDISPONIVEL
Eletrodomésticos,Filial 5,Delineador líquido,86.76,66,INDISPONIVEL
Eletrônicos,Filial 6,Batom líquido,73.99,83,INDISPONIVEL
Eletrônicos,Filial 2,Batom matte,56.21,17,INDISPONIVEL
Roupas,Filial 4,Base líquida,74.97,41,INDISPONIVEL
Alimentos,Filial 10,Lápis de sobrancelha,94.41,69,INDISPONIVEL
Eletrodomésticos,Filial 5,Blush em pó,43.57,70,INDISPONIVEL
Roupas,Filial 3,Sombra de olhos,6.08,73,INDISPONIVEL
Eletrodomésticos,Filial 8,Batom líquido,7.89,38,INDISPONIVEL
Eletrônicos,Filial 6,Corretivo,42.65,95,INDISPONIVEL
Alimentos,Filial 4,Base líquida,13.51,36,INDISPONIVEL
Eletrodomésticos,Filial 4,Delineador líquido,30.95,18,INDISPONIVEL
Roupas,Filial 5,Base líquida,23.74,15,INDISPONIVEL
Alimentos,Filial 7,Pó compacto,26.91,28,INDISPONIVEL
Eletrônicos,Filial 10,Máscara de cílios,77.73,52,INDISPONIVEL
Eletrodomésticos,Filial 2,Pó compacto,69.39,42,INDISPONIVEL
Roupas,Filial 10,Blush em pó,56.25,59,INDISPONIVEL
Alimentos,Filial 1,Máscara de cílios,96.92,10,INDISPONIVEL
Alimentos,Filial 2,Delineador líquido,61.53,51,INDISPONIVEL
Eletrodomésticos,Filial 6,Batom líquido,7.55,8,INDISPONIVEL
Eletrônicos,Filial 5,Lápis de sobrancelha,70.45,15,INDISPONIVEL
Alimentos,Filial 5,Base líquida,7.7,85,INDISPONIVEL
Alimentos,Filial 7,Pó compacto,84.75,77,INDISPONIVEL
Eletrônicos,Filial 6,Sombra de olhos,67.51,73,INDISPONIVEL
Alimentos,Filial 1,Corretivo,5.23,91,INDISPONIVEL
Eletrônicos,Filial 6,Blush em pó,48.89,35,INDISPONIVEL
Eletrônicos,Filial 9,Máscara de cílios,15.97,37,INDISPONIVEL
Eletrônicos,Filial 5,Batom matte,79.01,96,INDISPONIVEL
Alimentos,Filial 10,Sombra de olhos,81.58,70,INDISPONIVEL
Roupas,Filial 8,Máscara de cílios,94.88,5,INDISPONIVEL
Eletrônicos,Filial 2,Sombra de olhos,53.36,7,INDISPONIVEL
Roupas,Filial 6,Sombra de olhos,94.68,26,INDISPONIVEL
Eletrônicos,Filial 9,Lápis de sobrancelha,72.32,7,INDISPONIVEL
Roupas,Filial 9,Sombra de olhos,12.09,8,INDISPONIVEL
Alimentos,Filial 5,Corretivo,36.31,91,INDISPONIVEL
Eletrodomésticos,Filial 6,Sombra de olhos,44.24,89,INDISPONIVEL
Eletrodomésticos,Filial 9,Lápis de sobrancelha,14.91,87,INDISPONIVEL
Roupas,Filial 4,Batom matte,31.82,24,INDISPONIVEL
Roupas,Filial 5,Pó compacto,84.79,11,INDISPONIVEL
Alimentos,Filial 1,Batom líquido,39.5,48,INDISPONIVEL
Roupas,Filial 7,Máscara de cílios,46.11,81,INDISPONIVEL
Roupas,Filial 1,Corretivo,6.33,29,INDISPONIVEL
Eletrônicos,Filial 9,Pó compacto,14.72,83,INDISPONIVEL
Alimentos,Filial 10,Pó compacto,4.53,35,INDISPONIVEL
Roupas,Filial 6,Base líquida,9.4,13,INDISPONIVEL
Roupas,Filial 3,Lápis de sobrancelha,98.36,29,INDISPONIVEL
Roupas,Filial 8,Base líquida,81.94,72,INDISPONIVEL
Alimentos,Filial 2,Pó compacto,98.12,33,INDISPONIVEL
Eletrodomésticos,Filial 10,Delineador líquido,29.74,34,INDISPONIVEL
Alimentos,Filial 8,Lápis de sobrancelha,90.75,79,INDISPONIVEL
Eletrônicos,Filial 4,Sombra de olhos,29.42,84,INDISPONIVEL
Eletrônicos,Filial 3,Base líquida,26.3,23,INDISPONIVEL
Eletrodomésticos,Filial 2,Máscara de cílios,58.82,13,INDISPONIVEL
Eletrodomésticos,Filial 8,Batom matte,3.76,40,INDISPONIVEL
Roupas,Filial 2,Pó compacto,71.76,12,INDISPONIVEL
Eletrodomésticos,Filial 9,Batom líquido,46.67,22,INDISPONIVEL
Alimentos,Filial 8,Sombra de olhos,63.05,53,INDISPONIVEL
Eletrodomésticos,Filial 5,Batom matte,51.54,50,INDISPONIVEL
Alimentos,Filial 1,Lápis de sobrancelha,12.6,14,INDISPONIVEL
Alimentos,Filial 9,Base líquida,20.44,1,INDISPONIVEL
Eletrônicos,Filial 9,Lápis de sobrancelha,65.59,64,INDISPONIVEL
Eletrodomésticos,Filial 1,Sombra de olhos,26.49,18,INDISPONIVEL
Eletrodomésticos,Filial 1,Base líquida,39.91,70,INDISPONIVEL
Eletrodomésticos,Filial 2,Máscara de cílios,36.73,53,INDISPONIVEL
Roupas,Filial 2,Delineador líquido,42.24,26,INDISPONIVEL
Eletrônicos,Filial 5,Lápis de sobrancelha,97.39,1,INDISPONIVEL
Eletrônicos,Filial 1,Delineador líquido,64.91,52,INDISPONIVEL
Eletrônicos,Filial 5,Máscara de cílios,49.91,64,INDISPONIVEL
Eletrônicos,Filial 3,Lápis de sobrancelha,77.23,85,INDISPONIVEL
Eletrodomésticos,Filial 8,Batom líquido,30.56,56,INDISPONIVEL
Eletrodomésticos,Filial 3,Sombra de olhos,66.85,64,INDISPONIVEL
Eletrônicos,Filial 5,Delineador líquido,21.2,35,INDISPONIVEL
Eletrônicos,Filial 3,Batom líquido,7.31,8,INDISPONIVEL
Alimentos,Filial 3,Máscara de cílios,64.34,8,INDISPONIVEL
Eletrodomésticos,Filial 6,Pó compacto,52.5,37,INDISPONIVEL
Eletrodomésticos,Filial 2,Lápis de sobrancelha,4.9,7,INDISPONIVEL
Eletrônicos,Filial 3,Lápis de sobrancelha,26.63,2,INDISPONIVEL
Eletrodomésticos,Filial 9,Lápis de sobrancelha,17.25,41,INDISPONIVEL
Eletrodomésticos,Filial 8,Máscara de cílios,9.02,74,INDISPONIVEL
Roupas,Filial 7,Blush em pó,29.07,55,INDISPONIVEL
Roupas,Filial 3,Batom matte,60.44,88,INDISPONIVEL
Roupas,Filial 4,Sombra de olhos,46.11,2,INDISPONIVEL
Eletrônicos,Filial 7,Delineador líquido,46.35,89,INDISPONIVEL
Eletrônicos,Filial 8,Máscara de cílios,72.93,95,INDISPONIVEL
Eletrodomésticos,Filial 9,Base líquida,75.69,4,INDISPONIVEL
Roupas,Filial 2,Lápis de sobrancelha,12.06,31,INDISPONIVEL
Alimentos,Filial 7,Lápis de sobrancelha,31.4,66,INDISPONIVEL
Roupas,Filial 5,Base líquida,55.17,51,INDISPONIVEL
Eletrodomésticos,Filial 2,Blush em pó,98.59,10,INDISPONIVEL
Eletrodomésticos,Filial 4,Lápis de sobrancelha,2.6,91,INDISPONIVEL
Roupas,Filial 2,Pó compacto,59.43,14,INDISPONIVEL
Eletrônicos,Filial 10,Máscara de cílios,36.77,56,INDISPONIVEL
Eletrônicos,Filial 2,Batom líquido,23.41,14,INDISPONIVEL
Eletrônicos,Filial 6,Sombra de olhos,79.37,25,INDISPONIVEL
Eletrodomésticos,Filial 3,Lápis de sobrancelha,94.68,22,INDISPONIVEL
Roupas,Filial 9,Delineador líquido,91.87,63,INDISPONIVEL
Roupas,Filial 10,Lápis de sobrancelha,9.87,51,INDISPONIVEL
Eletrônicos,Filial 6,Sombra de olhos,47.87,75,INDISPONIVEL
Eletrônicos,Filial 4,Sombra de olhos,56.66,53,INDISPONIVEL
Eletrodomésticos,Filial 2,Pó compacto,88.04,42,INDISPONIVEL
Roupas,Filial 3,Pó compacto,71.42,98,INDISPONIVEL
Eletrônicos,Filial 3,Lápis de sobrancelha,76.3,34,INDISPONIVEL
Roupas,Filial 10,Delineador líquido,59.02,90,INDISPONIVEL
Eletrodomésticos,Filial 6,Lápis de sobrancelha,15.92,9,INDISPONIVEL
Roupas,Filial 1,Máscara de cílios,16.15,22,INDISPONIVEL
Roupas,Filial 2,Lápis de sobrancelha,70.08,56,INDISPONIVEL
Eletrodomésticos,Filial 8,Delineador líquido,53.23,33,INDISPONIVEL
Eletrodomésticos,Filial 9,Blush em pó,71.43,14,INDISPONIVEL
Eletrodomésticos,Filial 9,Máscara de cílios,42.78,30,INDISPONIVEL
Eletrônicos,Filial 3,Base líquida,65.77,46,INDISPONIVEL
Alimentos,Filial 1,Batom matte,27.57,58,INDISPONIVEL
Roupas,Filial 9,Corretivo,99.32,81,INDISPONIVEL
Roupas,Filial 10,Lápis de sobrancelha,85.7,24,INDISPONIVEL
Eletrônicos,Filial 10,Lápis de sobrancelha,91.23,30,INDISPONIVEL
Roupas,Filial 2,Corretivo,5.29,29,INDISPONIVEL
Eletrônicos,Filial 1,Lápis de sobrancelha,9.59,41,INDISPONIVEL
Roupas,Filial 2,Pó compacto,92.53,42,INDISPONIVEL
Alimentos,Filial 5,Sombra de olhos,99.45,78,INDISPONIVEL
Eletrônicos,Filial 6,Base líquida,21.51,67,INDISPONIVEL
Roupas,Filial 9,Batom líquido,4.06,12,INDISPONIVEL
Alimentos,Filial 7,Sombra de olhos,42.67,75,INDISPONIVEL
Eletrônicos,Filial 5,Corretivo,40.4,14,INDISPONIVEL
Eletrônicos,Filial 5,Máscara de cílios,46.91,44,INDISPONIVEL
Alimentos,Filial 4,Delineador líquido,38.6,76,INDISPONIVEL
Alimentos,Filial 3,Máscara de cílios,77.18,9,INDISPONIVEL
Eletrodomésticos,Filial 5,Máscara de cílios,31.81,85,INDISPONIVEL
Alimentos,Filial 9,Corretivo,14.24,9,INDISPONIVEL
Eletrodomésticos,Filial 4,Base líquida,27.99,34,INDISPONIVEL
Eletrodomésticos,Filial 9,Pó compacto,87.44,97,INDISPONIVEL
Eletrodomésticos,Filial 3,Batom matte,94.96,63,INDISPONIVEL
Eletrônicos,Filial 6,Batom líquido,90.9,32,INDISPONIVEL
Alimentos,Filial 6,Blush em pó,34.22,90,INDISPONIVEL
Alimentos,Filial 1,Blush em pó,29.81,22,INDISPONIVEL
Roupas,Filial 6,Sombra de olhos,51.72,6,INDISPONIVEL
Eletrodomésticos,Filial 8,Batom matte,30.82,45,INDISPONIVEL
Alimentos,Filial 7,Delineador líquido,12.67,6,INDISPONIVEL
Eletrodomésticos,Filial 2,Sombra de olhos,23.98,13,INDISPONIVEL
Alimentos,Filial 10,Batom líquido,30.98,37,INDISPONIVEL
Eletrodomésticos,Filial 7,Batom matte,28.58,68,INDISPONIVEL
Eletrônicos,Filial 10,Máscara de cílios,75.83,4,INDISPONIVEL
Alimentos,Filial 3,Corretivo,28.27,69,INDISPONIVEL
Eletrodomésticos,Filial 2,Delineador líquido,90.47,31,INDISPONIVEL
Alimentos,Filial 4,Delineador líquido,22.22,77,INDISPONIVEL
Eletrônicos,Filial 8,Sombra de olhos,56.18,72,INDISPONIVEL
Eletrônicos,Filial 1,Corretivo,13.68,59,INDISPONIVEL
Alimentos,Filial 10,Blush em pó,25.96,49,INDISPONIVEL
Eletrônicos,Filial 7,Corretivo,69.51,81,INDISPONIVEL
Eletrônicos,Filial 9,Máscara de cílios,6.6,63,INDISPONIVEL
Alimentos,Filial 9,Batom líquido,87.22,18,INDISPONIVEL
Eletrônicos,Filial 5,Blush em pó,56.72,67,INDISPONIVEL
Eletrônicos,Filial 5,Base líquida,67.46,32,INDISPONIVEL
Eletrodomésticos,Filial 3,Delineador líquido,6.29,94,INDISPONIVEL
Alimentos,Filial 4,Blush em pó,75.81,99,INDISPONIVEL
Eletrônicos,Filial 10,Blush em pó,51.78,55,INDISPONIVEL
Eletrônicos,Filial 2,Lápis de sobrancelha,68.43,58,INDISPONIVEL
Roupas,Filial 10,Lápis de sobrancelha,52.53,68,INDISPONIVEL
Eletrodomésticos,Filial 4,Delineador líquido,51.97,91,INDISPONIVEL
Alimentos,Filial 3,Sombra de olhos,24.06,83,INDISPONIVEL
Alimentos,Filial 7,Batom líquido,12.41,8,INDISPONIVEL
Roupas,Filial 7,Blush em pó,4.08,92,INDISPONIVEL
Alimentos,Filial 6,Pó compacto,24.79,87,INDISPONIVEL
Eletrônicos,Filial 9,Blush em pó,36.76,23,INDISPONIVEL
Eletrônicos,Filial 8,Batom líquido,19.22,90,INDISPONIVEL
Eletrônicos,Filial 9,Blush em pó,63.01,81,INDISPONIVEL
Alimentos,Filial 4,Sombra de olhos,16.06,37,INDISPONIVEL
Eletrodomésticos,Filial 10,Pó compacto,80.6,84,INDISPONIVEL
Alimentos,Filial 5,Corretivo,69.9,76,INDISPONIVEL
Alimentos,Filial 9,Corretivo,27.12,84,INDISPONIVEL
Eletrodomésticos,Filial 8,Corretivo,7.77,4,INDISPONIVEL
Eletrônicos,Filial 5,Máscara de cílios,11.24,86,INDISPONIVEL
Eletrodomésticos,Filial 5,Máscara de cílios,39.83,41,INDISPONIVEL
Eletrodomésticos,Filial 9,Delineador líquido,3.97,9,INDISPONIVEL
Alimentos,Filial 1,Corretivo,30.07,50,INDISPONIVEL
Eletrodomésticos,Filial 5,Pó compacto,66.59,11,INDISPONIVEL
Alimentos,Filial 3,Blush em pó,25.83,48,INDISPONIVEL
Eletrônicos,Filial 5,Delineador líquido,21.92,49,INDISPONIVEL
Eletrônicos,Filial 9,Corretivo,35.23,42,INDISPONIVEL
Eletrônicos,Filial 3,Pó compacto,22.28,7,INDISPONIVEL
Eletrodomésticos,Filial 6,Batom líquido,51.1,80,INDISPONIVEL
Eletrodomésticos,Filial 1,Sombra de olhos,61.89,81,INDISPONIVEL
Alimentos,Filial 8,Batom matte,19.69,50,INDISPONIVEL
Roupas,Filial 9,Máscara de cílios,89.17,81,INDISPONIVEL
Alimentos,Filial 1,Corretivo,41.59,14,INDISPONIVEL
Eletrônicos,Filial 2,Delineador líquido,14.67,19,INDISPONIVEL
Roupas,Filial 8,Máscara de cílios,55.76,31,INDISPONIVEL
Eletrodomésticos,Filial 5,Batom líquido,26.06,25,INDISPONIVEL
Alimentos,Filial 6,Corretivo,9.14,14,INDISPONIVEL
Eletrodomésticos,Filial 8,Sombra de olhos,64.64,14,INDISPONIVEL
Eletrodomésticos,Filial 1,Delineador líquido,57.87,96,INDISPONIVEL
Roupas,Filial 3,Batom líquido,69.1,20,INDISPONIVEL
Alimentos,Filial 4,Batom líquido,41.35,51,INDISPONIVEL
Eletrodomésticos,Filial 7,Sombra de olhos,97.46,43,INDISPONIVEL
Eletrodomésticos,Filial 9,Pó compacto,46.69,32,INDISPONIVEL
